0;12;61;0,003704547882080078
1;5;21;0,00093841552734375
2;11;18740;0,011255025863647461
3;9;3408;0,0025272369384765625
4;9;949;0,0011906623840332031
5;11;1;0,0007915496826171875
6;8;3;0,000682830810546875
7;15;1;0,0006930828094482422
8;9;1;0,0006082057952880859
9;11;48;0,0006694793701171875
10;8;18;0,0007524490356445312
11;6;411;0,00096893310546875
12;9;148;0,0008172988891601562
13;9;2;0,0007312297821044922
14;5;0;0,0001285076141357422
15;10;3;0,0006351470947265625
16;7;2;0,0010786056518554688
17;4;372;0,0015382766723632812
18;7;8;0,0011746883392333984
19;6;236;0,001123666763305664
20;14;1024;0,002572298049926758
21;10;868;0,0021352767944335938
22;6;1;0,0014688968658447266
23;9;1;0,001219034194946289
24;9;13;0,017242431640625
25;8;4632;0,008577823638916016
26;12;32;0,0015673637390136719
27;5;9;0,0014452934265136719
28;8;20;0,0015001296997070312
29;12;63;0,0011425018310546875
30;9;11;0,0013561248779296875
31;8;1;0,0005970001220703125
32;9;3;0,0013275146484375
33;5;0;0,0005080699920654297
34;6;17;0,0013124942779541016
35;11;156;0,00157928466796875
36;8;1;0,001318216323852539
37;10;3;0,0013852119445800781
38;8;72;0,001522064208984375
39;9;15;0,0014445781707763672
40;6;1;0,0012240409851074219
41;7;2;0,0006005764007568359
42;8;5;0,001209259033203125
43;9;0;0,00044155120849609375
44;5;1;0,0012362003326416016
45;9;43153;0,036692142486572266
46;7;0;0,0006034374237060547
47;11;5;0,0008161067962646484
48;6;196;0,0009617805480957031
49;9;2548;0,00439906120300293
50;12;1;0,001886129379272461
51;8;30;0,0010385513305664062
52;9;6;0,0009763240814208984
53;8;1;0,0007658004760742188
54;7;394;0,0008745193481445312
55;5;0;0,0002067089080810547
56;13;5;0,0005831718444824219
57;5;3;0,0007388591766357422
58;8;6;0,0008022785186767578
59;18;7;0,0002410411834716797
60;9;3;0,0007638931274414062
61;10;7;0,0007157325744628906
62;10;24;0,0006353855133056641
63;4;11;0,0007836818695068359
64;9;2;0,0007257461547851562
65;7;1;0,0006318092346191406
66;12;1;0,0008997917175292969
67;7;2;0,0008780956268310547
68;7;1;0,0005376338958740234
69;11;4;0,0006189346313476562
70;8;3;0,0006597042083740234
71;8;41;0,0007679462432861328
72;9;1;0,00019979476928710938
