0;12;61;0.0001938343048095703
1;5;21;0.00015306472778320312
2;11;18740;0.014921426773071289
3;9;3408;0.0033829212188720703
4;9;949;0.0010519027709960938
5;11;1;0.0001964569091796875
6;8;3;0.0001609325408935547
7;15;1;0.0001404285430908203
8;9;1;0.00013709068298339844
9;11;48;0.00017595291137695312
10;8;18;0.00015044212341308594
11;6;411;0.0004684925079345703
12;9;148;0.0002636909484863281
13;9;2;0.00014448165893554688
14;5;0;0.00010180473327636719
15;10;3;0.00014495849609375
16;7;2;0.00013756752014160156
17;4;372;0.00043272972106933594
18;7;8;0.00015044212341308594
19;6;236;0.00032258033752441406
20;14;1024;0.00096893310546875
21;10;868;0.0008432865142822266
22;6;1;0.00015282630920410156
23;9;1;0.0001442432403564453
24;9;13;0.0001804828643798828
25;8;4632;0.003882884979248047
26;12;32;0.00028443336486816406
27;5;9;0.00016689300537109375
28;8;20;0.0001556873321533203
29;12;63;0.00021886825561523438
30;9;11;0.0001747608184814453
31;8;1;0.00014519691467285156
32;9;3;0.00014138221740722656
33;5;0;0.00010085105895996094
34;6;17;0.00014209747314453125
35;11;156;0.0002579689025878906
36;8;1;0.0001380443572998047
37;10;3;0.00013756752014160156
38;8;72;0.0001952648162841797
39;9;15;0.0001499652862548828
40;6;1;0.00013399124145507812
41;7;2;0.00013518333435058594
42;8;5;0.00013637542724609375
43;9;0;0.00010228157043457031
44;5;1;0.00013017654418945312
45;9;43153;0.034368276596069336
46;7;0;0.0005271434783935547
47;11;5;0.00022125244140625
48;6;196;0.00048279762268066406
49;9;2548;0.002227783203125
50;12;1;0.00018644332885742188
51;8;30;0.00017571449279785156
52;9;6;0.0001494884490966797
53;8;1;0.0001385211944580078
54;7;394;0.000457763671875
55;5;0;0.00011110305786132812
56;13;5;0.00014352798461914062
57;5;3;0.00013828277587890625
58;8;6;0.0001404285430908203
59;18;7;0.00014138221740722656
60;9;3;0.0001380443572998047
61;10;7;0.00013780593872070312
62;10;24;0.00015354156494140625
63;4;11;0.000141143798828125
64;9;2;0.00013685226440429688
65;7;1;0.00013327598571777344
66;12;1;0.00013303756713867188
67;7;2;0.0001323223114013672
68;7;1;0.00013184547424316406
69;11;4;0.000141143798828125
70;8;3;0.0001385211944580078
71;8;41;0.00016570091247558594
72;9;1;0.00013303756713867188
73;7;1;0.0001316070556640625
74;12;1;0.00014472007751464844
75;7;8;0.00013947486877441406
76;6;0;0.00010180473327636719
77;8;1;0.0001289844512939453
78;5;3;0.00013184547424316406
79;9;4;0.00013494491577148438
80;13;15;0.0001678466796875
81;9;1;0.00018525123596191406
82;10;1;0.00018167495727539062
83;6;68;0.0002033710479736328
84;8;4;0.000141143798828125
85;6;2;0.00013566017150878906
86;7;1;0.00013184547424316406
87;8;2;0.00013136863708496094
88;14;1;0.0001323223114013672
89;8;3089;0.0026063919067382812
90;4;301;0.00041675567626953125
91;4;3;0.00015115737915039062
92;7;83;0.0002079010009765625
93;9;59;0.0003161430358886719
94;8;4;0.00015211105346679688
95;15;3;0.000141143798828125
96;6;1;0.0001347064971923828
97;7;21;0.0001533031463623047
98;7;411;0.0004630088806152344
99;10;1;0.00014400482177734375
100;5;8;0.000141143798828125
101;8;4;0.0001380443572998047
102;8;5;0.0001361370086669922
103;6;21;0.00014543533325195312
104;8;155;0.00025916099548339844
105;5;10;0.00015807151794433594
106;10;4;0.0001392364501953125
107;7;3;0.0001354217529296875
108;12;2;0.0001380443572998047
109;5;21;0.00014734268188476562
110;6;9;0.00013899803161621094
111;10;64;0.00018477439880371094
112;8;1;0.00013399124145507812
113;6;33;0.00015926361083984375
114;5;1984;0.0017085075378417969
115;5;252;0.0003514289855957031
116;4;0;0.00010895729064941406
117;6;2;0.0001361370086669922
118;4;1478;0.0013055801391601562
119;6;1;0.00015616416931152344
120;7;1;0.0001385211944580078
121;11;40;0.0001704692840576172
122;8;12;0.00014781951904296875
123;6;5;0.00013756752014160156
124;14;22;0.00015306472778320312
125;6;890;0.0008471012115478516
126;6;2;0.00015020370483398438
127;6;3;0.00014257431030273438
128;7;118;0.00023508071899414062
129;13;1;0.00014591217041015625
130;7;1;0.00013875961303710938
131;5;2;0.00013518333435058594
132;7;25;0.0001595020294189453
133;8;6;0.00014519691467285156
134;9;8;0.0001659393310546875
135;6;57366;0.04703116416931152
136;8;1;0.0006959438323974609
137;6;1;0.000225067138671875
138;5;0;0.0002503395080566406
139;7;1;0.00014853477478027344
140;10;179;0.0002903938293457031
141;9;48;0.00018286705017089844
142;6;1;0.00014019012451171875
143;7;28;0.00016355514526367188
144;6;25;0.00015687942504882812
145;8;1;0.00013899803161621094
146;10;4;0.00013971328735351562
147;7;1;0.00013327598571777344
148;10;2;0.00013518333435058594
149;9;37566;0.029918670654296875
150;7;283;0.0007872581481933594
151;12;2464;0.0021712779998779297
152;11;1;0.0001785755157470703
153;7;235;0.00032973289489746094
154;8;8;0.00015997886657714844
155;7;88;0.00021505355834960938
156;11;390;0.00047659873962402344
157;8;2;0.0001583099365234375
158;9;2;0.00014710426330566406
159;7;925;0.0009090900421142578
160;11;22;0.000247955322265625
161;6;1;0.0001533031463623047
162;8;9662;0.007761478424072266
163;12;1;0.0002605915069580078
164;9;164;0.00029277801513671875
165;5;1;0.00014472007751464844
166;8;17;0.00015687942504882812
167;14;8;0.00014734268188476562
168;13;3;0.0001399517059326172
169;9;846;0.0008184909820556641
170;8;8;0.00015354156494140625
171;5;0;0.00010371208190917969
172;8;1781;0.0016012191772460938
173;5;39;0.00019121170043945312
174;8;56;0.00018787384033203125
175;11;27;0.00016260147094726562
176;4;464;0.0005033016204833984
177;8;14;0.00015687942504882812
178;8;2;0.0001404285430908203
179;8;18;0.00015115737915039062
180;7;12;0.00014519691467285156
181;9;76;0.00019598007202148438
182;8;104;0.00022172927856445312
183;7;2229;0.0020694732666015625
184;10;1;0.0002639293670654297
185;11;3;0.00016236305236816406
186;15;0;0.00010943412780761719
187;10;43;0.00016832351684570312
188;7;6;0.00014162063598632812
189;6;22;0.0001518726348876953
190;11;93636;0.0744330883026123
191;7;1;0.0010280609130859375
192;11;3;0.0002307891845703125
193;8;3;0.000156402587890625
194;7;1;0.0001380443572998047
195;16;30;0.0001633167266845703
196;7;215;0.0003094673156738281
197;10;410;0.0004811286926269531
198;12;1;0.00015163421630859375
199;7;5;0.00014448165893554688
200;8;4;0.00014019012451171875
201;5;0;0.000118255615234375
202;9;57;0.0001804828643798828
203;12;988;0.0009396076202392578
204;7;2;0.00015282630920410156
205;13;7;0.00015091896057128906
206;12;1;0.00013875961303710938
207;11;1283;0.0011754035949707031
208;6;0;0.00011873245239257812
209;5;6065;0.004980802536010742
210;12;22;0.0003094673156738281
211;8;2;0.00016379356384277344
212;8;5;0.00014281272888183594
213;6;12;0.0001461505889892578
214;8;5;0.00014019012451171875
215;9;928;0.0009000301361083984
216;6;0;0.00011849403381347656
217;4;0;9.965896606445312e-05
218;12;6;0.00014162063598632812
219;9;80;0.00020003318786621094
220;6;1;0.00013828277587890625
221;15;281;0.00036835670471191406
222;5;0;0.0001087188720703125
223;9;81;0.00019979476928710938
224;10;7;0.0001494884490966797
225;10;3955;0.0032837390899658203
226;16;3;0.00019598007202148438
227;8;18857;0.015011787414550781
228;13;6;0.00037789344787597656
229;10;5;0.0003185272216796875
230;10;1;0.00015544891357421875
231;9;4;0.00014710426330566406
232;12;3566;0.0030074119567871094
233;8;6;0.00019073486328125
234;7;11;0.0001583099365234375
235;10;235;0.00031280517578125
236;7;3;0.00014710426330566406
237;9;4;0.00014257431030273438
238;9;1;0.00013399124145507812
239;9;8;0.00014162063598632812
240;11;997;0.0009617805480957031
241;9;82;0.00023102760314941406
242;12;1;0.0001494884490966797
243;7;12;0.000148773193359375
244;10;3;0.00014066696166992188
245;6;78;0.00020456314086914062
246;10;1;0.0001423358917236328
247;10;25;0.00015854835510253906
248;10;36;0.00016689300537109375
249;9;1;0.0001361370086669922
250;9;94;0.00021076202392578125
