doc_id,posting_entries_size,doc_size_bytes
1762,860,16745
1763,1216,36636
1764,1060,15988
1765,1304,19722
1766,452,9216
1767,1336,22066
1768,728,11742
1769,992,13243
1770,952,27336
1771,404,9480
1772,424,10800
1773,548,10617
1774,1136,31972
1775,804,16341
1776,804,13526
1777,732,15415
1778,1260,37192
1779,1280,40876
1780,3952,105085
1781,2144,35866
1782,1592,38718
1783,452,10831
1784,532,11112
1785,576,10649
1786,448,9919
1787,1024,27953
1788,628,10732
1789,788,19898
1790,440,9348
1791,1404,20454
1792,512,13368
1793,948,17893
1794,1016,22710
1795,1300,22198
1796,680,12818
1797,3252,62802
1798,1636,18477
1799,932,17229
1800,612,12047
1801,1224,33157
1802,552,12108
1803,408,12081
1804,536,11314
1805,888,13884
1806,1672,28139
1807,548,10619
1808,480,9458
1809,5888,117842
1810,2572,30096
1811,884,13780
1812,676,12238
1813,1028,21745
1814,780,21249
1815,2532,34632
1816,596,14216
1817,2168,67690
1818,456,10946
1819,2396,127072
1820,948,13925
1821,1288,33794
1822,772,13276
1823,3220,58565
1824,10848,178084
1825,4340,89755
1826,5468,105703
1827,1396,20462
1828,388,8986
1829,712,12504
1830,1928,26655
1831,752,21456
1832,472,10925
1833,1724,50748
1834,1100,14582
1835,1264,30751
1836,1132,14863
1837,896,18817
1838,480,11558
1839,520,9735
1840,728,25317
1841,384,9088
1842,452,12550
1843,584,12245
1844,4004,72376
1845,1580,37277
1846,1532,22129
1847,840,12787
1848,732,16269
1849,612,18000
1850,1256,17209
1851,484,10758
1852,1000,16860
1853,1644,21563
1854,472,11726
1855,3128,45699
1856,620,19656
1857,484,9694
1858,488,13880
1859,916,14401
1860,3072,96620
1861,508,9585
1862,2696,38692
1863,404,9808
1864,748,14542
1865,1748,27936
1866,1188,15348
1867,924,16255
1868,600,11082
1869,596,11538
1870,620,15891
1871,1420,18859
1872,900,14408
1873,5064,52774
1874,1720,19659
1875,1388,36939
1876,1000,14481
1877,696,16022
1878,1572,35871
1879,2552,22570
1880,1176,19298
1881,1216,15846
1882,712,11522
1883,1336,18347
1884,1700,24975
1885,736,14632
1886,736,15545
1887,768,18160
1888,2456,48002
1889,1488,22504
1890,528,10603
1891,1896,30331
1892,416,9537
1893,608,11742
1894,624,13487
1895,608,11814
1896,3360,59973
1897,488,10862
1898,688,20315
1899,1232,18195
1900,756,19040
1901,1448,28691
1902,628,11958
1903,1056,18426
1904,716,14313
1905,660,16164
1906,2520,59948
1907,744,14869
1908,856,31206
1909,2776,47451
1910,1620,26380
1911,760,15087
1912,1700,41472
1913,624,11605
1914,2624,70014
1915,492,12849
1916,1752,15981
1917,1324,17007
1918,524,12074
1919,1136,18581
1920,1684,32197
1921,580,12626
1922,1176,21348
1923,1908,29634
1924,584,14266
1925,2220,28385
1926,1024,19585
1927,1592,41619
1928,704,19140
1929,704,16237
1930,532,12236
1931,716,15320
1932,868,12478
1933,1456,19020
1934,2184,33208
1935,448,10152
1936,732,12042
1937,568,15327
1938,732,11123
1939,700,14123
1940,464,12152
1941,8228,150262
1942,1152,17511
1943,648,12274
1944,492,10381
1945,804,12373
1946,596,13635
1947,2832,37169
1948,1864,22798
1949,1508,22800
1950,3240,42309
1951,1020,31133
1952,504,12495
1953,1840,33392
1954,1856,29022
1955,4260,65576
1956,1208,18638
1957,1712,26548
1958,1420,14058
1959,812,25057
1960,1668,63192
1961,424,9781
1962,508,10925
1963,596,14508
1964,3596,66631
1965,648,15442
1966,456,9484
1967,920,15384
1968,480,10959
1969,1284,27115
1970,852,12642
1971,2708,35036
1972,2988,113625
1973,764,19420
1974,1628,31556
1975,964,16639
1976,924,26404
1977,416,11271
1978,1148,28833
1979,1316,17994
1980,3972,137665
1981,1388,23921
1982,808,15781
1983,796,25262
1984,616,13725
1985,1996,39825
1986,1668,34220
1987,812,16305
1988,2980,30412
1989,864,20018
1990,5204,55206
1991,680,12225
1992,484,11433
1993,748,13300
1994,1084,15083
1995,976,12861
1996,2888,35781
1997,948,12278
1998,680,15441
1999,656,11170
2000,636,13398
2001,1952,23679
2002,572,14263
2003,1040,17146
2004,600,11347
2005,1296,15239
2006,972,15451
2007,504,10422
2008,624,20702
2009,1324,28027
2010,1036,22009
2011,1860,30533
2012,640,10629
2013,2528,28291
2014,400,9240
2015,780,15490
2016,680,14273
2017,592,13060
2018,604,13358
2019,1044,15461
2020,824,12054
2021,800,15213
2022,2416,54674
2023,396,9980
2024,1228,17162
2025,5752,69400
2026,840,13824
2027,1336,16287
2028,1908,30065
2029,512,12879
2030,800,12680
2031,480,13969
2032,1444,29310
2033,580,12431
2034,456,10865
2035,1068,22394
2036,504,9827
2037,2364,26098
2038,4040,43026
2039,984,22680
2040,732,17637
2041,1436,33928
2042,956,18373
2043,916,21616
2044,624,12181
2045,784,12053
2046,1196,15292
2047,1516,27257
2048,568,10595
2049,632,13124
2050,4556,82909
2051,656,14757
2052,2120,41118
2053,480,11631
2054,7408,89655
2055,516,10391
2056,1140,22208
2057,700,13125
2058,912,16684
2059,1152,15952
2060,1416,37019
2061,616,14822
2062,952,26612
2063,580,12124
2064,1964,22145
2065,584,10907
2066,856,22680
2067,532,12584
2068,640,14692
2069,1576,23612
2070,812,13365
2071,1400,16798
2072,1256,24889
2073,836,16392
2074,584,12437
2075,564,13160
2076,488,13545
2077,1976,33316
2078,836,10567
2079,1060,12574
2080,652,14476
2081,2208,39732
2082,1084,31423
2083,2532,38238
2084,1712,17000
2085,488,10309
2086,852,15010
2087,980,15702
2088,792,12537
2089,428,11091
2090,1852,27988
2091,912,17373
2092,664,14219
2093,848,12483
2094,744,13564
2095,1024,14005
2096,516,10343
2097,1444,19888
2098,1120,20134
2099,968,14387
2100,1448,28605
2101,2836,27797
2102,2964,80324
2103,792,11699
2104,704,13310
2105,1772,40004
2106,980,17583
2107,1428,30166
2108,636,11984
2109,752,12815
2110,772,19036
2111,656,14806
2112,980,16784
2113,1324,25485
2114,4352,44134
2115,496,11364
2116,1692,20874
2117,1580,19388
2118,1724,23609
2119,3068,49267
2120,696,13153
2121,1216,16383
2122,572,13689
2123,1736,24118
2124,2768,63266
2125,784,18711
2126,996,21465
2127,1104,15815
2128,580,19105
2129,560,12744
2130,1052,22049
2131,664,15169
2132,1092,17604
2133,728,14789
2134,468,9019
2135,652,11889
2136,1336,27124
2137,1148,18361
2138,4352,67332
2139,1636,36501
2140,412,9385
2141,1160,24765
2142,1768,25623
2143,2484,88499
2144,416,9726
2145,1168,15203
2146,928,19598
2147,1636,26815
2148,1316,18893
2149,1412,21711
2150,636,11055
2151,1328,16739
2152,1860,26814
2153,1288,33103
2154,968,27878
2155,2752,58580
2156,780,22292
2157,956,20691
2158,11764,190283
2159,556,13580
2160,452,11220
2161,972,14499
2162,384,10347
2163,1520,31289
2164,400,11111
2165,2492,42300
2166,500,11263
2167,1576,19508
2168,2904,35010
2169,1784,87659
2170,1120,22910
2171,708,13587
2172,1384,22904
2173,812,13838
2174,408,11739
2175,692,20786
2176,2704,40434
2177,7136,130311
2178,1384,31089
2179,488,10069
2180,848,17448
2181,940,12672
2182,748,17755
2183,1192,24875
2184,648,21800
2185,1776,25519
2186,708,23763
2187,840,26627
2188,532,15560
2189,2744,86009
2190,1268,19837
2191,676,17798
2192,1228,16016
2193,904,25984
2194,1872,22428
2195,444,12399
2196,2080,41521
2197,536,12202
2198,592,13162
2199,2304,39937
2200,504,12531
2201,464,10344
2202,924,17933
2203,2368,36612
2204,3120,89652
2205,1276,24699
2206,860,14043
2207,468,10500
2208,528,12878
2209,2072,27122
2210,560,15827
2211,976,18771
2212,1184,36927
2213,2592,105717
2214,9140,197469
2215,540,12510
2216,368,8711
2217,432,11910
2218,1596,23750
2219,1872,22429
2220,1084,24449
2221,632,15430
2222,972,25426
2223,784,16037
2224,1656,29246
2225,2772,33366
2226,868,12414
2227,584,13863
2228,624,14470
2229,428,12524
2230,1208,37460
2231,528,10969
2232,5284,65468
2233,2732,27858
2234,392,8893
2235,736,13930
2236,2976,51709
2237,912,13434
2238,1076,35062
2239,1604,60394
2240,1308,54519
2241,1644,58882
2242,716,14616
2243,660,12920
2244,500,12840
2245,1356,19821
2246,860,21175
2247,832,18584
2248,564,12353
2249,584,17537
2250,1980,54046
2251,1196,17074
2252,484,10608
2253,1100,29391
2254,2840,54832
2255,1780,31076
2256,1388,53836
2257,1240,26995
2258,1588,31682
2259,792,15128
2260,1400,29993
2261,1944,14445
2262,628,11091
2263,1536,24975
2264,1784,22274
2265,452,11669
2266,672,14370
2267,404,12173
2268,3316,74938
2269,548,13793
2270,868,23222
2271,660,18945
2272,532,12394
2273,748,15709
2274,948,17613
2275,14396,306234
2276,700,22956
2277,648,11643
2278,1288,22650
2279,4160,83042
2280,572,19716
2281,908,23178
2282,496,10955
2283,768,12954
2284,680,17886
2285,400,11185
2286,1068,20792
2287,848,13548
2288,608,16515
2289,2820,45087
2290,1112,33499
2291,436,12923
2292,1088,12966
2293,1468,30793
2294,848,25920
2295,536,10820
2296,896,16478
2297,600,11928
2298,556,14221
2299,556,15962
2300,1284,23776
2301,744,14224
2302,380,9873
2303,544,9765
2304,864,21803
2305,632,13920
2306,1000,12468
2307,1524,31474
2308,784,15203
2309,568,10784
2310,1536,21730
2311,584,16189
2312,772,12582
2313,1628,31747
2314,528,12568
2315,608,20940
2316,752,29681
2317,1260,33631
2318,676,13632
2319,896,24260
2320,760,13351
2321,564,10670
2322,648,14664
2323,416,10685
2324,828,21935
2325,1844,20361
2326,1484,15469
2327,456,10900
2328,2572,28250
2329,1424,38676
2330,2448,26346
2331,664,23461
2332,460,10073
2333,1136,21283
2334,576,11699
2335,816,18244
2336,1196,23704
2337,904,13852
2338,592,14112
2339,3172,60990
2340,2648,28155
2341,696,14545
2342,920,15254
2343,484,10876
2344,536,13372
2345,492,12895
2346,508,12035
2347,560,12174
2348,904,13116
2349,412,10749
2350,468,10359
2351,904,17995
2352,6884,142796
2353,1012,12418
2354,1376,22673
2355,760,15237
2356,604,17207
2357,700,12335
2358,1144,15336
2359,956,15416
2360,4200,84764
2361,3088,45097
2362,2260,37877
2363,2616,40828
2364,496,12158
2365,3476,47292
2366,1204,17372
2367,1128,23727
2368,2116,39696
2369,548,10770
2370,536,12790
2371,1000,13977
2372,1232,17277
2373,780,13583
2374,840,17447
2375,792,20713
2376,4124,49547
2377,2584,64986
2378,3264,67472
2379,684,14692
2380,2600,41832
2381,684,14004
2382,424,9201
2383,612,11969
2384,1208,21485
2385,556,14546
2386,836,12485
2387,1856,55733
2388,844,11255
2389,1312,30272
2390,520,12716
2391,652,16029
2392,636,14152
2393,916,16191
2394,1320,34392
2395,1656,33279
2396,552,10616
2397,1784,31247
2398,5808,123428
2399,3604,51142
2400,560,13050
2401,440,10928
2402,2416,45208
2403,512,11514
2404,420,10789
2405,1180,34528
2406,2956,80411
2407,408,10736
2408,416,12030
2409,1356,27430
2410,528,13885
2411,716,11679
2412,1476,18530
2413,828,20523
2414,480,10068
2415,8692,171997
2416,2248,44163
2417,532,10659
2418,452,9180
2419,9048,139697
2420,960,34284
2421,1456,19813
2422,768,14075
2423,1600,29990
2424,380,9362
2425,412,11039
2426,1892,26053
2427,840,22945
2428,724,12736
2429,1588,21325
2430,576,10708
2431,544,14056
2432,1048,21443
2433,572,14718
2434,580,17024
2435,1028,16861
2436,964,24530
2437,1868,44172
2438,544,14669
2439,2228,62347
2440,632,13827
2441,1060,19078
2442,432,11578
2443,2696,71169
2444,904,26226
2445,2128,64540
2446,1484,42550
2447,1444,32766
2448,916,15317
2449,436,10822
2450,988,13993
2451,964,21353
2452,700,11629
2453,680,18990
2454,904,15536
2455,1780,34822
2456,560,14718
2457,2188,76989
2458,2628,71176
2459,1792,49868
2460,560,14652
2461,5924,94155
2462,636,12032
2463,1284,28058
2464,1760,66506
2465,1788,79318
2466,992,39776
2467,1872,56584
2468,1096,40942
2469,1128,19033
2470,1012,40140
2471,2140,112027
2472,2268,67893
2473,2176,61145
2474,1576,49742
2475,876,28707
2476,1432,60232
2477,580,11320
2478,1000,29370
2479,376,9149
2480,2968,66468
2481,1312,28614
2482,688,24162
2483,3832,130418
2484,1904,35122
2485,1892,54951
2486,616,11684
2487,1880,46452
2488,1372,29656
2489,2048,57303
2490,2120,49292
2491,556,14709
2492,1116,268286
2493,1080,29841
2494,572,14518
2495,1052,36412
2496,532,12874
2497,1952,57264
2498,632,18644
2499,504,14655
2500,580,16482
2501,508,10925
2502,1648,45107
2503,924,18805
2504,1804,47575
2505,1716,31198
2506,384,10335
2507,560,10367
2508,500,9419
2509,560,14572
2510,524,13903
2511,2968,48237
2512,1084,14303
2513,1688,34831
2514,712,10643
2515,2088,25281
2516,488,12263
2517,724,17357
2518,636,20883
2519,1260,19172
2520,428,9165
2521,1272,25589
2522,3312,48552
2523,788,19987
2524,920,19140
2525,808,20936
2526,952,17906
2527,924,16868
2528,1072,13742
2529,988,62458
2530,440,11663
2531,692,15428
2532,472,9326
2533,1000,22258
2534,592,13159
2535,536,10259
2536,1040,29151
2537,900,13824
2538,928,14609
2539,1112,64945
2540,648,15965
2541,628,18943
2542,1196,25444
2543,496,12831
2544,816,21865
2545,620,10711
2546,3584,39923
2547,592,13218
2548,788,14566
2549,1224,23804
2550,1196,27126
2551,1180,32545
2552,1156,18259
2553,788,14804
2554,844,14560
2555,416,10864
2556,660,13441
2557,408,11075
2558,1396,26064
2559,940,14892
2560,1868,30972
2561,1144,18982
2562,2816,38724
2563,1120,28115
2564,668,11287
2565,1148,29263
2566,728,18604
2567,420,10181
2568,440,10926
2569,2768,47266
2570,2316,47409
2571,1336,15678
2572,1056,19570
2573,424,13518
2574,1148,16171
2575,540,12169
2576,688,9416
2577,3320,52035
2578,2324,42415
2579,1192,23523
2580,3872,80137
2581,1428,30116
2582,1004,19121
2583,444,12181
2584,3216,30860
2585,1392,17725
2586,1196,29743
2587,588,10720
2588,2024,40959
2589,948,14417
2590,656,20645
2591,1808,34205
2592,552,10808
2593,1212,18299
2594,888,25595
2595,1756,15290
2596,852,17083
2597,648,17124
2598,1664,40730
2599,1016,16982
2600,668,23505
2601,944,19226
2602,1068,18417
2603,1128,23674
2604,608,12299
2605,432,10548
2606,1132,20105
2607,1200,34835
2608,1156,26471
2609,760,17026
2610,772,13810
2611,724,15147
2612,548,9838
2613,1524,17273
2614,420,9470
2615,1364,27886
2616,1196,23491
2617,572,14013
2618,1216,30283
2619,460,12525
2620,564,15202
2621,3800,29037
2622,620,22673
2623,876,16828
2624,1108,18793
2625,4928,72119
2626,1368,56816
2627,1056,15935
2628,2248,30116
2629,548,13809
2630,1220,16989
2631,1140,23516
2632,468,11825
2633,552,15820
2634,944,13937
2635,3188,39505
2636,3912,138211
2637,984,20008
2638,576,11220
2639,7088,74327
2640,752,11898
2641,648,12672
2642,668,12910
2643,812,18536
2644,476,10412
2645,1644,23538
2646,532,10390
2647,1700,24566
2648,1308,28914
2649,1796,42568
2650,2500,86595
2651,1684,24111
2652,420,9949
2653,968,15189
2654,800,19771
2655,2892,54668
2656,1324,21308
2657,376,9130
2658,384,8989
2659,5120,53800
2660,712,15000
2661,2104,84684
2662,1064,32295
2663,952,18258
2664,804,20036
2665,856,11352
2666,1036,16479
2667,836,21932
2668,1516,26150
2669,660,20407
2670,424,10853
2671,1068,14959
2672,608,14182
2673,668,13197
2674,684,11749
2675,1036,22067
2676,4072,86374
2677,712,18230
2678,840,11452
2679,672,14771
2680,660,13121
2681,908,25110
2682,1580,30124
2683,596,11686
2684,1344,28951
2685,2232,66903
2686,688,16505
2687,372,10252
2688,548,12109
2689,1128,104152
2690,988,14950
2691,6248,126000
2692,940,17493
2693,6944,108235
2694,744,12306
2695,1284,22514
2696,416,11579
2697,1688,40826
2698,884,14967
2699,528,13727
2700,628,10756
2701,548,13869
2702,992,30021
2703,1404,31472
2704,752,17267
2705,1904,32008
2706,3584,54634
2707,448,9594
2708,1268,28422
2709,1348,19586
2710,676,12668
2711,1260,15243
2712,2496,51078
2713,6128,92417
2714,1068,25757
2715,408,11621
2716,1884,32175
2717,2320,16498
2718,476,10229
2719,3800,71625
2720,832,11561
2721,416,15077
2722,2120,37389
2723,1240,22325
2724,1000,23289
2725,2816,79988
2726,1520,35755
2727,2564,32609
2728,448,11980
2729,664,16523
2730,752,15907
2731,904,20525
2732,536,9979
2733,652,16536
2734,708,14779
2735,416,10321
2736,564,10266
2737,1136,22374
2738,1304,28684
2739,644,18472
2740,736,14532
2741,2112,22178
2742,516,9764
2743,2324,27484
2744,416,10789
2745,804,13786
2746,3276,71937
2747,488,12797
2748,612,12235
2749,736,17527
2750,3528,55718
2751,1564,25583
2752,640,10959
2753,10724,190682
2754,1104,16482
2755,664,12912
2756,1412,26285
2757,848,16076
2758,484,10358
2759,1992,56392
2760,612,11319
2761,2960,33715
2762,1460,17261
2763,1376,20916
2764,484,9746
2765,2104,25598
2766,592,13154
2767,544,10068
2768,844,14804
2769,1552,38168
2770,1600,26330
2771,1580,22164
2772,856,15777
2773,1600,46021
2774,7812,168897
2775,976,29116
2776,1104,30104
2777,612,12333
2778,1964,53948
2779,748,12691
2780,596,11963
2781,1136,19596
2782,452,10515
2783,584,11526
2784,540,11861
2785,492,12107
2786,644,11476
2787,788,15863
2788,524,12934
2789,2568,47597
2790,1368,22067
2791,836,13887
2792,1176,16943
2793,1012,16643
2794,596,11019
2795,900,20285
2796,1424,25219
2797,604,12173
2798,968,14571
2799,568,14132
2800,784,17325
2801,2152,33712
2802,14632,413057
2803,1180,21915
2804,1416,35303
2805,1736,19339
2806,476,9844
2807,1296,34577
2808,548,11813
2809,580,15927
2810,400,10515
2811,4812,75692
2812,804,17514
2813,508,11776
2814,764,23853
2815,388,10024
2816,796,22809
2817,1136,32350
2818,1464,19167
2819,500,13115
2820,1848,37362
2821,1256,14185
2822,524,10760
2823,532,10118
2824,492,9462
2825,1748,17419
2826,1680,29869
2827,580,12929
2828,1232,21351
2829,1216,19621
2830,1428,18406
2831,2308,27637
2832,1428,35483
2833,804,17523
2834,676,16253
2835,1476,27576
2836,792,22213
2837,1868,19109
2838,1008,18958
2839,604,12969
2840,1236,19043
2841,1104,19296
2842,928,13589
2843,648,9483
2844,2316,29653
2845,424,10506
2846,5832,72550
2847,2032,36678
2848,6084,70596
2849,948,13670
2850,1024,16473
2851,436,9507
2852,392,9994
2853,952,15317
2854,2020,21380
2855,980,13548
2856,2484,22176
2857,628,14302
2858,848,11564
2859,3692,48032
2860,640,15204
2861,600,8782
2862,1788,20043
2863,572,10697
2864,664,11668
2865,924,14103
2866,524,16222
2867,1264,22913
2868,804,15288
2869,616,12183
2870,9080,129355
2871,532,10822
2872,1488,29487
2873,1104,15959
2874,984,13499
2875,840,14716
2876,2448,56407
2877,2308,33798
2878,420,10048
2879,956,11734
2880,1560,22457
2881,4368,53347
2882,1008,26019
2883,1652,20534
2884,500,13266
2885,460,10002
2886,2652,47741
2887,936,16760
2888,852,13950
2889,624,11804
2890,9688,135252
2891,4000,39171
2892,2340,39765
2893,700,12260
2894,3468,53024
2895,756,18486
2896,6960,103101
2897,736,15735
2898,1308,19470
2899,1000,18074
2900,1680,15809
2901,2652,45676
2902,1624,36265
2903,572,11871
2904,428,9382
2905,840,12601
2906,2276,30290
2907,460,10194
2908,872,16232
2909,2600,105937
2910,1872,30363
2911,7320,89023
2912,1116,16222
2913,2068,25151
2914,1144,12901
2915,912,13192
2916,1936,21249
2917,768,12392
2918,1248,23508
2919,1184,19020
2920,832,12856
2921,2328,25380
2922,936,17027
2923,1664,26629
2924,884,22823
2925,900,13616
2926,1824,25219
2927,492,10959
2928,1688,32173
2929,768,15348
2930,1652,26732
2931,876,16086
2932,4352,43703
2933,668,14048
2934,844,13062
2935,1728,25304
2936,1044,16615
2937,628,12097
2938,1452,34500
2939,2084,38088
2940,580,12052
2941,964,14391
2942,732,13535
2943,2756,33136
2944,1064,22477
2945,500,10016
2946,440,9529
2947,876,19327
2948,2260,67697
2949,1028,16480
2950,672,11107
2951,572,9751
2952,2196,32541
2953,740,13330
2954,584,13207
2955,1180,21248
2956,1564,33172
2957,5896,74611
2958,3140,39735
2959,1204,23699
2960,2168,28229
2961,1912,34799
2962,520,10642
2963,480,9953
2964,1232,19559
2965,432,10195
2966,2044,18674
2967,1736,25419
2968,644,14592
2969,692,14215
2970,832,17686
2971,1032,17547
2972,848,16857
2973,588,10844
2974,644,11509
2975,748,18716
2976,4204,50659
2977,792,12879
2978,1172,15316
2979,848,13024
2980,452,9203
2981,636,14137
2982,876,15129
2983,4624,82960
2984,404,9187
2985,768,13625
2986,1020,19537
2987,1000,16455
2988,1856,37960
2989,612,13100
2990,944,17000
2991,832,17937
2992,408,10030
2993,1020,17204
2994,728,12203
2995,584,11738
2996,448,10749
2997,1484,16628
2998,860,12884
2999,784,12898
3000,988,20304
3001,1428,31396
3002,856,14732
3003,1040,16406
3004,1024,36689
3005,592,10517
3006,500,13058
3007,484,12536
3008,540,14388
3009,1200,29500
3010,2736,35504
3011,564,14727
3012,600,16700
3013,1252,33756
3014,764,20946
3015,548,14658
3016,492,19579
3017,1256,21350
3018,2484,24170
3019,944,13107
3020,1240,23889
3021,536,13664
3022,1020,15636
3023,1844,37364
3024,524,12292
3025,592,14734
3026,808,28341
3027,556,12577
3028,416,9068
3029,1204,38004
3030,412,11004
3031,712,14784
3032,480,11542
3033,604,14186
3034,1108,20082
3035,804,16077
3036,676,15921
3037,800,17826
3038,988,14169
3039,504,10560
3040,476,9904
3041,552,14075
3042,612,14189
3043,792,17859
3044,1048,17697
3045,588,11870
3046,2104,36952
3047,484,10899
3048,644,16265
3049,2308,37358
3050,1236,19996
3051,2792,42910
3052,968,28458
3053,1188,20287
3054,416,8699
3055,460,14111
3056,1116,16602
3057,1192,13704
3058,1016,17716
3059,620,14639
3060,652,15429
3061,416,9352
3062,388,10235
3063,620,16400
3064,1948,36660
3065,992,20988
3066,800,15968
3067,1004,28239
3068,976,14509
3069,1516,33353
3070,384,9444
3071,412,10731
3072,1428,41490
3073,1476,20540
3074,1964,30255
3075,1224,30939
3076,632,11334
3077,1036,15840
3078,640,10921
3079,2548,44239
3080,1476,31812
3081,856,16007
3082,408,11896
3083,528,13487
3084,1664,22968
3085,520,11393
3086,720,13430
3087,712,12725
3088,2264,40629
3089,388,14003
3090,504,13008
3091,604,13089
3092,908,15214
3093,448,11531
3094,408,11548
3095,636,15707
3096,612,11185
3097,1200,15646
3098,1968,69666
3099,2260,46561
3100,420,9329
3101,732,16838
3102,3172,78208
3103,960,13457
3104,640,17031
3105,692,15263
3106,720,12527
3107,3492,34769
3108,584,10495
3109,796,18649
3110,2700,29070
3111,3816,71219
3112,772,17753
3113,540,14046
3114,936,17286
3115,1032,30408
3116,1312,18303
3117,744,17763
3118,1668,27433
3119,384,9102
3120,628,12106
3121,1340,18388
3122,1032,17026
3123,692,15711
3124,648,10955
3125,3360,81217
3126,1612,26592
3127,1404,14765
3128,600,9939
3129,564,12261
3130,1512,21055
3131,2760,37145
3132,928,16406
3133,600,14962
3134,1148,24757
3135,2720,47753
3136,2000,30870
3137,1256,31288
3138,1296,23539
3139,436,10555
3140,660,11088
3141,1264,21611
3142,1048,15442
3143,1564,20210
3144,1892,19482
3145,816,18350
3146,1988,39363
3147,496,13700
3148,492,14002
3149,3948,55686
3150,1348,19754
3151,504,11893
3152,684,15098
3153,884,18181
3154,740,18768
3155,3092,31343
3156,1672,18705
3157,1076,17206
3158,604,10442
3159,992,18062
3160,540,15897
3161,848,15338
3162,4080,76190
3163,920,14171
3164,568,12600
3165,724,17305
3166,740,13921
3167,1304,20794
3168,1592,27613
3169,952,13308
3170,412,9100
3171,1256,15121
3172,5348,66691
3173,496,10485
3174,728,14683
3175,2628,67270
3176,720,11675
3177,600,13736
3178,2708,51536
3179,452,9741
3180,5084,66092
3181,568,16500
3182,1148,21371
3183,488,12202
3184,624,19190
3185,456,9585
3186,1076,17266
3187,1500,39081
3188,676,10798
3189,1304,24146
3190,2648,41372
3191,604,10403
3192,624,15851
3193,824,13474
3194,1092,13847
3195,696,18575
3196,464,9856
3197,2632,35488
3198,1192,20663
3199,796,13454
3200,836,14380
3201,1700,33387
3202,664,14478
3203,824,27510
3204,808,11030
3205,948,15507
3206,1560,26198
3207,1708,34479
3208,664,14962
3209,2832,39368
3210,2200,65267
3211,1268,27167
3212,612,14550
3213,2256,29713
3214,1268,14196
3215,1408,19574
3216,1508,25406
3217,712,11772
3218,2012,22743
3219,1580,23083
3220,600,13016
3221,1808,45275
3222,444,10048
3223,964,17029
3224,616,11763
3225,1224,19403
3226,3172,40755
3227,1120,21908
3228,1160,22029
3229,1220,17135
3230,972,28083
3231,596,19357
3232,432,9422
3233,744,20533
3234,672,26954
3235,608,20108
3236,640,20746
3237,608,19985
3238,592,19589
3239,2628,22975
3240,852,16643
3241,432,11488
3242,720,17661
3243,740,16943
3244,896,25427
3245,424,9658
3246,664,13294
3247,1084,35627
3248,2972,58349
3249,752,12593
3250,2248,46968
3251,756,10116
3252,3320,53407
3253,452,9538
3254,1936,26197
3255,1332,20253
3256,2012,20339
3257,372,9434
3258,1136,21718
3259,2288,36282
3260,440,9072
3261,564,11750
3262,604,12641
3263,492,12174
3264,1140,32953
3265,828,11634
3266,448,9805
3267,2236,30641
3268,1260,21495
3269,3080,61216
3270,2032,27204
3271,648,11498
3272,816,16639
3273,1500,46749
3274,736,15701
3275,772,19978
3276,804,21789
3277,1224,27670
3278,668,20865
3279,476,10148
3280,736,19368
3281,1808,29754
3282,1456,42609
3283,1096,22251
3284,504,9690
3285,712,9793
3286,928,27282
3287,916,14141
3288,752,14556
3289,896,13830
3290,680,14007
3291,788,12884
3292,3240,62073
3293,580,12145
3294,1200,22808
3295,408,9692
3296,500,10150
3297,660,11700
3298,488,11000
3299,440,9932
3300,600,12808
3301,716,14757
3302,1456,39467
3303,572,13897
3304,864,12898
3305,1372,32451
3306,1372,24488
3307,464,10136
3308,1728,18179
3309,828,18132
3310,2056,42414
3311,1704,50441
3312,2408,23458
3313,3100,27858
3314,540,13818
3315,516,12739
3316,1380,22863
3317,2376,44400
3318,1688,46132
3319,1232,16275
3320,2604,24754
3321,1124,15089
3322,1028,16974
3323,876,18511
3324,420,9308
3325,600,13774
3326,2420,66634
3327,1592,24728
3328,1472,51487
3329,2188,78073
3330,664,11294
3331,844,12387
3332,1292,24715
3333,836,17110
3334,548,14443
3335,1996,14526
3336,448,10142
3337,552,14493
3338,2588,71150
3339,940,17162
3340,424,10357
3341,1120,29586
3342,952,28225
3343,540,14262
3344,4680,183733
3345,540,14565
3346,464,11686
3347,572,17748
3348,1956,45955
3349,1232,15747
3350,1356,26942
3351,648,12431
3352,440,9552
3353,2068,32564
3354,632,20920
3355,668,12157
3356,3028,66825
3357,1048,25446
3358,720,11111
3359,868,13375
3360,1408,24289
3361,676,12404
3362,1564,19912
3363,568,9036
3364,616,9924
3365,1800,35683
3366,1160,16370
3367,832,16334
3368,400,10336
3369,1560,23205
3370,512,16232
3371,668,15003
3372,520,12135
3373,408,11296
3374,652,23755
3375,820,20662
3376,508,13150
3377,732,15442
3378,1236,20931
3379,1212,15454
3380,824,18565
3381,472,9629
3382,1652,22062
3383,964,21114
3384,1188,18733
3385,716,13336
3386,716,11070
3387,520,11543
3388,1552,31158
3389,1260,18764
3390,752,12705
3391,896,17608
3392,1276,14997
3393,620,13158
3394,672,12116
3395,744,17669
3396,3284,52837
3397,872,15873
3398,4920,137467
3399,2244,41891
3400,816,17358
3401,808,16316
3402,744,13395
3403,972,15627
3404,1384,16121
3405,1516,27384
3406,1028,23474
3407,7864,84997
3408,556,12719
3409,600,16421
3410,576,12655
3411,420,11282
3412,1208,16105
3413,1368,24850
3414,892,21471
3415,1052,14590
