doc_id,posting_entries_size,doc_size_bytes
637,2652,23309
638,2452,23127
639,2160,20541
640,1108,10237
641,2020,17643
642,1716,14429
643,1360,11981
644,1500,18663
645,1468,11897
646,984,10748
647,1060,12072
648,2792,29508
649,1860,15716
650,1848,22121
651,1276,13056
652,1300,14010
653,1300,14079
654,1076,9829
655,1840,16169
656,2084,23753
657,2868,20420
658,1752,32873
659,1900,18196
660,1416,16298
661,1288,12049
662,3180,31782
663,3072,31938
664,976,10325
665,1404,13811
666,2400,25210
667,1372,11984
668,2240,18157
669,2056,19798
670,1748,14626
671,3668,60309
672,1288,13959
673,1416,13376
674,2376,26606
675,1252,11036
676,4356,60458
677,2436,23746
678,1336,12468
679,1308,10941
680,1580,12423
681,924,9027
682,1412,17529
683,1192,11195
684,2252,22495
685,4120,52314
686,6204,79792
687,4124,31703
688,1176,11943
689,1332,11296
690,3752,37910
691,2104,28822
692,1692,21780
693,956,9674
694,1024,9525
695,1532,16075
696,3156,41155
697,4576,41844
698,1688,14337
699,1800,15192
700,1044,12031
701,992,9349
702,7280,122495
703,1652,25426
704,5684,97280
705,5264,103104
706,2792,33225
707,4672,38548
708,5856,99768
709,1996,26575
710,3744,52231
711,1092,11772
712,1148,8828
713,2256,22884
714,2644,35840
715,23852,768366
716,5192,67752
717,2280,36820
718,5164,174266
719,3060,127036
720,4252,47301
721,1756,24062
722,13288,143348
723,1196,14383
724,1628,16466
725,1532,23725
726,13724,172391
727,2120,26741
728,1100,10345
729,1988,83858
730,2328,25438
731,1380,14536
732,2972,81526
733,2092,31165
734,1196,11561
735,1832,37226
736,1312,12577
737,4288,48251
738,2064,61664
739,1368,22668
740,3980,43461
741,2004,28662
742,1484,16138
743,2384,24322
744,5196,46609
745,3992,95419
746,1428,14474
747,7188,59218
748,2220,19795
749,976,39426
750,5128,60940
751,5420,112034
752,960,9823
753,2180,38327
754,1248,11919
755,1784,18834
756,1120,11963
757,6404,63320
758,2584,36463
759,12972,110012
760,1428,21852
761,3080,55105
762,3396,22062
763,2504,27143
764,5552,64090
765,1188,12590
766,2956,22344
767,2808,31858
768,2416,33672
769,8376,81972
770,1120,11386
771,19976,221899
772,4380,40933
773,1304,17169
774,4396,53770
775,5880,52105
776,19864,228828
777,1120,12087
778,12248,196155
779,1856,25063
780,1988,23692
781,3468,63950
782,3036,29084
783,1916,16417
784,5332,70526
785,1396,10850
786,8344,77429
787,1580,27507
788,1388,20854
789,6564,54204
790,1412,119631
791,2840,30574
792,1140,44362
793,1844,19590
794,1716,27891
795,1188,13863
796,1600,15878
797,1736,22516
798,1164,42689
799,2960,50208
800,2008,22103
801,3160,47525
802,1692,21663
803,1388,121575
804,4528,42042
805,1156,14408
806,4724,68192
807,10532,116276
808,1344,13253
809,4016,43533
810,1308,15697
811,1396,16991
812,3016,49456
813,1688,23232
814,1380,16407
815,17188,246037
816,1260,13579
817,1488,13999
818,2180,31305
819,9600,228572
820,3260,48530
821,1124,12782
822,7648,70560
823,1496,18354
824,7484,53956
825,3900,80356
826,1556,16403
827,1412,13086
828,1400,15222
829,1532,14898
830,4168,44966
831,932,9186
832,1460,13051
833,1252,11519
834,1464,14764
835,1384,11568
836,1032,10561
837,2152,16496
838,1736,16165
839,2348,20747
840,1052,9961
841,2796,24294
842,1916,15762
843,1036,11768
844,5424,48319
845,2072,17504
846,1384,13646
847,1084,10200
848,5104,53298
849,7408,73232
850,2312,20196
851,1960,20426
852,1956,19777
853,2388,24675
854,1656,14072
855,2180,22758
856,2044,27648
857,1788,18017
858,1672,18555
859,1844,24822
860,1168,9662
861,2344,31093
862,5100,65844
863,1340,17398
864,1516,14078
865,1256,10865
866,1540,14226
867,1036,9794
868,1012,9524
869,2800,30307
870,2296,27338
871,2260,25787
872,992,10043
873,1932,21120
874,1936,30406
875,976,10448
876,1684,31180
877,3832,42832
878,1288,11779
879,1056,9893
880,1564,14363
881,976,10668
882,2020,16726
883,1656,19538
884,1416,19299
885,1400,18644
886,2144,20777
